pause,study,plot,depth.cm,soilmass,cup_label,sample.id,mL_water,start,end,ppm.approx,readtime,readdate,temp1_C,temp2_C,NOTES,time,ppm,line,ppm.corr,days,ugC.L,ugC.g.day
15,CCNRD,105,15,9.9926,090C,105CCNRD15,2.43,11/10/25 11:12,11/10/25 11:14,2631,11:13,10312025,26,27,,11:13:06,2503.481667,2361,1855.528944,1.000023148,910.1086414,84.88494023
16,CCNRD,106,15,10.009,091A,106CCNRD15,2.43,11/10/25 11:14,11/10/25 11:16,2424,11:15,10312025,26,27,,11:15:01,2214.281667,2538,1566.328944,1.000023148,768.2604531,71.53749049
17,CCNRD,106,15,9.9866,091B,106CCNRD15,2.43,11/10/25 11:16,11/10/25 11:18,3078,11:17,10312025,26,27,,11:17:02,2804.701667,2709,2156.748944,1.000023148,1057.852456,98.72413928
18,CCNRD,106,15,10.0114,091C,106CCNRD15,2.43,11/10/25 11:18,11/10/25 11:20,3284,11:19,10312025,26,27,,11:19:01,3150.611667,2872,2502.658944,1.000023148,1227.516035,114.2742218
19,CCNRD,107,15,9.9869,092A,107CCNRD15,2.43,11/10/25 11:20,11/10/25 11:22,2287,11:21,10312025,26,27,,11:21:00,2107.228333,3034,1459.275611,1.000023148,715.7524262,66.79562839
20,CCNRD,107,15,9.9993,092B,107CCNRD15,2.43,11/10/25 11:22,11/10/25 11:24,2390,11:23,10312025,26,27,,11:23:02,2272.483333,3202,1624.530611,1.000023148,796.8074828,74.26765613
21,CCNRD,107,15,9.9939,092C,107CCNRD15,2.43,11/10/25 11:24,11/10/25 11:26,2321,11:25,10312025,26,27,,11:25:02,2139.868333,3368,1491.915611,1.000023148,731.7618483,68.24183178
22,CCNRD,108,15,9.9881,093A,108CCNRD15,2.43,11/10/25 11:26,11/10/25 11:28,2149,11:27,10312025,26,27,,11:27:02,2062.436667,3529,1414.483944,1.000023148,693.782797,64.73759442
23,CCNRD,108,15,9.9952,093B,108CCNRD15,2.43,11/10/25 11:28,11/10/25 11:30,2184,11:29,10312025,26,27,,11:29:02,2097.425,3694,1449.472278,1.000023148,710.9440407,66.29180466
24,CCNRD,108,15,9.9928,093C,108CCNRD15,2.43,11/10/25 11:30,11/10/25 11:32,2390,11:31,10312025,26,27,,11:31:01,2269.065,3858,1621.112278,1.000023148,795.1308424,74.15958942
25,CCNRD,109,15,9.9906,094A,109CCNRD15,2.43,11/10/25 11:32,11/10/25 11:34,2356,11:33,10312025,26,27,bad lid,11:33:04,2255.78,4030,1607.827278,1.000023148,788.6147526,73.5680489
26,CCNRD,109,15,10.0136,094B,109CCNRD15,2.43,11/10/25 11:34,11/10/25 11:36,3284,11:35,10312025,26,27,,11:34:59,2990.646667,4182,2342.693944,1.000023148,1149.055642,106.9465386
27,CCNRD,109,15,9.996,094C,109CCNRD15,2.43,11/10/25 11:36,11/10/25 11:38,3318,11:37,10312025,26,27,,11:37:01,3159.048333,4348,2511.095611,1.000023148,1231.654091,114.8360957
28,blank,blank,blank,NA,blank,blank,blank,11/10/25 11:38,11/10/25 11:40,740,11:39,10312025,26,27,,11:39:05,630.9395,4522,-17.01322222,1.000023148,-8.344725966,NA
29,blank,blank,blank,NA,blank,blank,blank,11/10/25 11:40,11/10/25 11:42,774,11:41,10312025,26,27,,11:41:02,703.4805,4694,55.52777778,1.000023148,27.23552793,NA
30,blank,blank,blank,NA,blank,blank,blank,11/10/25 11:42,11/10/25 11:44,740,11:43,10312025,26,27,,11:43:00,654.4971667,4855,6.544444444,1.000023148,3.209950165,NA
31,CCNRD,110,15,9.9861,095A,110CCNRD15,2.43,11/10/25 11:44,11/10/25 11:46,1874,11:45,10312025,26,27,bad lid?,11:45:05,1640.686667,5031,992.7339444,1.000023148,486.9208557,45.44419118
32,CCNRD,110,15,9.9978,095B,110CCNRD15,2.43,11/10/25 11:46,11/10/25 11:48,2940,11:47,10312025,26,27,,11:47:13,2867.501667,5203,2219.548944,1.000023148,1088.654898,101.4849632
33,CCNRD,110,15,10.0274,095C,110CCNRD15,2.43,11/10/25 11:48,11/10/25 11:50,3009,11:49,10312025,26,27,,11:49:02,2895.186667,5349,2247.233944,1.000023148,1102.233968,102.4474997
34,CCNRD,111,15,9.9813,096A,111CCNRD15,2.43,11/10/25 11:50,11/10/25 11:52,2734,11:51,10312025,26,27,bad lid,11:51:04,2514.681667,5516,1866.728944,1.000023148,915.6020705,85.49398673
35,CCNRD,111,15,10.0069,096B,111CCNRD15,2.43,11/10/25 11:52,11/10/25 11:54,3112,11:53,10312025,26,27,,11:53:02,2825.51,5682,2177.557278,1.000023148,1068.058626,99.47442663
36,CCNRD,111,15,10.0052,096C,111CCNRD15,2.43,11/10/25 11:54,11/10/25 11:56,1977,11:55,10312025,26,27,"likely tossing out sample, no observed issues",11:55:20,1796.805,5884,1148.852278,1.000023148,563.4945167,52.49039395
37,CCNRD,112,15,10.0104,097A,112CCNRD15,2.43,11/10/25 11:56,11/10/25 11:58,2459,11:57,10312025,26,27,,11:57:08,2194.81,6031,1546.857278,1.000023148,758.7098976,70.63829863
38,CCNRD,112,15,10.0024,097B,112CCNRD15,2.43,11/10/25 11:58,11/10/25 12:00,2562,11:59,10312025,26,27,,11:59:01,2577.81,6157,1929.857278,1.000023148,946.565555,88.19874203
39,CCNRD,112,15,10.0149,097C,112CCNRD15,2.43,11/10/25 12:00,11/10/25 12:02,2184,12:01,10312025,26,27,,12:01:00,2031.335,6318,1383.382278,1.000023148,678.5279039,63.14471502
40,CCNRD,201,15,9.9973,098A,201CCNRD15,2.43,11/10/25 12:02,11/10/25 12:04,3421,12:03,10312025,26,27,,12:03:02,3224.41,6489,2576.457278,1.000023148,1263.712991,117.8098594
41,CCNRD,201,15,9.9993,098B,201CCNRD15,2.43,11/10/25 12:04,11/10/25 12:06,2459,12:05,10312025,26,27,,12:05:00,2361.523333,6650,1713.570611,1.000023148,840.4802445,78.33824246
42,CCNRD,201,15,10.0019,098C,201CCNRD15,2.43,11/10/25 12:06,11/10/25 12:08,3555,12:07,10312025,26,27,,12:07:10,3552.693333,6841,2904.740611,1.000023148,1424.730958,132.759701
43,CCNRD,202,15,10.0335,099A,202CCNRD15,2.43,11/10/25 12:08,11/10/25 12:10,1943,12:09,10312025,26,27,,12:09:02,1820.001667,6991,1172.048944,1.000023148,574.8721278,53.39919501
44,CCNRD,202,15,10.0057,099B,202CCNRD15,2.43,11/10/25 12:10,11/10/25 12:12,2549,12:11,10312025,26,27,,12:11:12,2538.14,7188,1890.187278,1.000023148,927.1080252,86.35724432
45,CCNRD,202,15,10.0445,099C,202CCNRD15,2.43,11/10/25 12:12,11/10/25 12:14,2493,12:13,10312025,26,27,,12:13:01,2325.213333,7331,1677.260611,1.000023148,822.6707434,76.33323041
46,CCNRD,203,15,10.0399,100A,203CCNRD15,2.43,11/10/25 12:14,11/10/25 12:16,2768,12:15,10312025,26,27,,12:15:03,2589.813333,7508,1941.860611,1.000023148,952.4530069,88.41584104
47,CCNRD,203,15,9.9698,100B,203CCNRD15,2.43,11/10/25 12:16,11/10/25 12:18,2665,12:17,10312025,26,27,,12:17:05,2783.575,7651,2135.622278,1.000023148,1047.490149,97.9218057
48,CCNRD,203,15,9.992,100C,203CCNRD15,2.43,11/10/25 12:18,11/10/25 12:20,2631,12:19,10312025,26,27,,12:19:06,2666.485,7826,2018.532278,1.000023148,990.0592898,92.34740373
49,CCNRD,204,15,10.0159,101a,204CCNRD15,2.43,11/10/25 12:20,11/10/25 12:22,3225,12:21,10312025,26,27,,12:21:00,2917.323333,7973,2269.370611,1.000023148,1113.091666,103.5754583
50,CCNRD,204,15,10.0012,101b,204CCNRD15,2.43,11/10/25 12:22,11/10/25 12:24,3225,12:23,10312025,26,27,,12:23:02,2941.753333,8142,2293.800611,1.000023148,1125.074208,104.8443349
51,CCNRD,204,15,10.0412,101c,204CCNRD15,2.43,11/10/25 12:24,11/10/25 12:26,3292,12:25,10312025,26,27,,12:25:03,3076.368333,8304,2428.415611,1.000023148,1191.100812,110.5551086
52,CCNRD,205,15,9.9969,102a,205CCNRD15,2.43,11/10/25 12:26,11/10/25 12:28,2947,12:27,10312025,26,27,,12:27:02,2788.24,8459,2140.287278,1.000023148,1049.77826,97.86967343
53,CCNRD,205,15,9.9883,102b,205CCNRD15,2.43,11/10/25 12:28,11/10/25 12:30,3088,12:29,10312025,26,27,,12:29:02,2910.47,8628,2262.517278,1.000023148,1109.73021,103.5480068
54,CCNRD,205,15,10.0002,102c,205CCNRD15,2.43,11/10/25 12:30,11/10/25 12:32,2849,12:31,10312025,26,27,,12:31:00,2681.585,8779,2033.632278,1.000023148,997.4656095,92.96193556
55,CCNRD,206,15,9.9872,103a,206CCNRD15,2.43,11/10/25 12:32,11/10/25 12:34,3072,12:33,10312025,26,27,,12:33:02,2906.148333,8945,2258.195611,1.000023148,1107.610499,103.3616013
56,CCNRD,206,15,10.028,103b,206CCNRD15,2.43,11/10/25 12:34,11/10/25 12:36,2641,12:35,10312025,26,27,,12:34:59,2472.828333,9096,1824.875611,1.000023148,895.073649,83.18793786
57,CCNRD,206,15,10.0234,103c,206CCNRD15,2.43,11/10/25 12:36,11/10/25 12:38,2914,12:37,10312025,26,27,,12:37:05,2710.958333,9271,2063.005611,1.000023148,1011.872781,94.08638109
58,CCNRD,207,15,9.9913,104a,207CCNRD15,2.43,11/10/25 12:38,11/10/25 12:40,2616,12:39,10312025,26,27,,12:39:00,2541.535,9422,1893.582278,1.000023148,928.7732209,86.63703841
59,CCNRD,207,15,9.9954,104b,207CCNRD15,2.43,11/10/25 12:40,11/10/25 12:42,2691,12:41,10312025,26,27,,12:41:01,2585.596667,9592,1937.643944,1.000023148,950.3847963,88.61662666
60,CCNRD,207,15,9.9939,104c,207CCNRD15,2.43,11/10/25 12:42,11/10/25 12:44,2218,12:43,10312025,26,27,bad lid,12:43:02,2122.526667,9761,1474.573944,1.000023148,723.2560253,67.44860521
61,blank,blank,blank,NA,blank,blank,blank,11/10/25 12:44,11/10/25 12:46,775,12:45,10312025,26,27,,12:45:39,731.6651667,9828,83.71244444,1.000023148,41.05967698,NA
62,blank,blank,blank,NA,blank,blank,blank,11/10/25 12:46,11/10/25 12:48,825,12:47,10312025,26,27,didn't hit pause at the right time or over paused,12:47:12,786.5668333,9855,138.6141111,1.000023148,67.98810696,NA
63,blank,blank,blank,NA,blank,blank,blank,11/10/25 12:48,11/10/25 12:50,551,12:49,10312025,26,27,,12:49:06,585.938,10061,-62.01472222,1.000023148,-30.41727522,NA
64,CCNRD,208,15,10.0267,105a,208CCNRD15,2.43,11/10/25 12:50,11/10/25 12:52,3258,12:51,10312025,26,27,,12:51:03,3185.586667,10232,2537.633944,1.000023148,1244.670738,115.6944088
65,CCNRD,208,15,10.0182,105b,208CCNRD15,2.43,11/10/25 12:52,11/10/25 12:54,3050,12:53,10312025,26,27,,12:53:05,2949.988333,10405,2302.035611,1.000023148,1129.11335,105.0421874
66,CCNRD,208,15,9.995,105c,208CCNRD15,2.43,11/10/25 12:54,11/10/25 12:56,3536,12:55,10312025,26,27,,12:55:18,3249.476667,10581,2601.523944,1.000023148,1276.007809,118.9834195
67,CCNRD,209,15,10.029,106a,209CCNRD15,2.43,11/10/25 12:56,11/10/25 12:58,3396,12:57,10312025,26,27,,12:57:01,3316.756667,10709,2668.803944,1.000023148,1309.007623,121.6467349
68,CCNRD,209,15,9.9978,106b,209CCNRD15,2.43,11/10/25 12:58,11/10/25 13:00,3193,12:59,10312025,26,27,,12:59:05,3089.806667,10889,2441.853944,1.000023148,1197.69211,111.6494675
69,CCNRD,209,15,9.9863,106c,209CCNRD15,2.43,11/10/25 13:00,11/10/25 13:02,2684,13:01,10312025,26,27,,13:01:13,2571.791667,11080,1923.838944,1.000023148,943.6136543,88.06544224
70,CCNRD,210,15,10.0109,107a,210CCNRD15,2.43,11/10/25 13:02,11/10/25 13:04,3193,13:03,10312025,26,27,,13:03:03,3100.078333,11234,2452.125611,1.000023148,1202.730205,111.9724052
71,CCNRD,210,15,10.0062,107b,210CCNRD15,2.43,11/10/25 13:04,11/10/25 13:06,3362,13:05,10312025,26,27,,13:05:04,3261.565,11405,2613.612278,1.000023148,1281.936952,119.4024944
72,CCNRD,210,15,10.0087,107c,210CCNRD15,2.43,11/10/25 13:06,11/10/25 13:08,2786,13:07,10312025,26,27,,13:07:02,2681.398333,11576,2033.445611,1.000023148,997.3740523,92.87446089
73,CCNRD,211,15,10.0086,108a,211CCNRD15,2.43,11/10/25 13:08,11/10/25 13:10,2955,13:09,10312025,26,27,,13:09:03,2857.5,11755,2209.547278,1.000023148,1083.749233,100.9186385
74,CCNRD,211,15,10.0103,108b,211CCNRD15,2.43,11/10/25 13:10,11/10/25 13:12,2887,13:11,10312025,26,27,,13:11:01,2829.428333,11930,2181.475611,1.000023148,1069.980509,99.61957529
75,CCNRD,211,15,10.0326,108c,211CCNRD15,2.43,11/10/25 13:12,11/10/25 13:14,2921,13:13,10312025,26,27,,13:13:06,2840.94,12112,2192.987278,1.000023148,1075.626806,99.92267042
76,CCNRD,212,15,10.0055,109a,212CCNRD15,2.43,11/10/25 13:14,11/10/25 13:16,2345,13:15,10312025,26,27,,13:15:02,2260.721667,12285,1612.768944,1.000023148,791.0385647,73.68426788
77,CCNRD,212,15,10.0008,109b,212CCNRD15,2.43,11/10/25 13:16,11/10/25 13:18,2650,13:17,10312025,26,27,,13:17:03,2592.08,12466,1944.127278,1.000023148,953.5647723,88.86512757
78,CCNRD,212,15,10.0326,109c,212CCNRD15,2.43,11/10/25 13:18,11/10/25 13:20,2548,13:19,10312025,26,27,,13:19:01,2468.84,12640,1820.887278,1.000023148,893.1174324,82.96806879
79,CCNRD,301,15,10.0115,110a,301CCNRD15,2.43,11/10/25 13:20,11/10/25 13:22,3735,13:21,10312025,26,27,,13:21:03,3641.033333,12820,2993.080611,1.000023148,1468.060381,136.6660615
80,CCNRD,301,15,10.0091,110b,301CCNRD15,2.43,11/10/25 13:22,11/10/25 13:24,3803,13:23,10312025,26,27,,13:23:05,3707.206667,13005,3059.253944,1.000023148,1500.517391,139.7210747
81,CCNRD,301,15,9.9756,110c,301CCNRD15,2.43,11/10/25 13:24,11/10/25 13:26,4104,13:25,10312025,26,27,,13:25:08,4028.156667,13198,3380.203944,1.000023148,1657.93847,154.8978161
82,CCNRD,302,15,9.9779,111a,302CCNRD15,2.43,11/10/25 13:26,11/10/25 13:28,2847,13:27,10312025,26,27,,13:27:02,2772.85,13363,2124.897278,1.000023148,1042.2297,97.35095362
83,CCNRD,302,15,10.0016,111b,302CCNRD15,2.43,11/10/25 13:28,11/10/25 13:30,2881,13:29,10312025,26,27,,13:29:00,2797.061667,13541,2149.108944,1.000023148,1054.105153,98.22688395
84,CCNRD,302,15,10.0288,111c,302CCNRD15,2.43,11/10/25 13:30,11/10/25 13:32,2915,13:31,10312025,26,27,,13:31:02,2825.595,13732,2177.642278,1.000023148,1068.100318,99.2610777
85,CCNRD,303,15,9.9801,112a,303CCNRD15,2.43,11/10/25 13:32,11/10/25 13:34,2881,13:33,10312025,26,27,,13:33:02,2774.023333,13909,2126.070611,1.000023148,1042.805202,97.38323745
86,CCNRD,303,15,9.9927,112b,303CCNRD15,2.43,11/10/25 13:34,11/10/25 13:36,1726,13:35,10312025,26,27,,13:35:02,1631.423333,14098,983.4706111,1.000023148,482.377332,44.99041035
87,CCNRD,303,15,10.0032,112c,303CCNRD15,2.43,11/10/25 13:36,11/10/25 13:38,2881,13:37,10312025,26,27,,13:37:01,2806.248333,14279,2158.295611,1.000023148,1058.611073,98.63099006
88,CCNRD,304,15,10.01,113a,304CCNRD15,2.43,11/10/25 13:38,11/10/25 13:40,3425,13:39,10312025,26,27,,13:39:01,3373.743333,14460,2725.790611,1.000023148,1336.958713,124.480072
89,CCNRD,304,15,10.0101,113b,304CCNRD15,2.43,11/10/25 13:40,11/10/25 13:42,3527,13:41,10312025,26,27,Late pause,13:43:02,3274.735,14888,2626.782278,1.000023148,1288.396636,119.9574095
90,CCNRD,304,15,10.0374,113c,304CCNRD15,2.43,11/10/25 13:42,11/10/25 13:44,3391,13:43,10312025,26,27,,13:45:09,598.713,15083,-49.23972222,1.000023148,-24.1513326,-2.242517184
91,blank,blank,blank,NA,blank,blank,blank,11/10/25 13:44,11/10/25 13:46,707,13:45,10312025,26,27,,13:47:07,590.8535,15251,-57.09922222,1.000023148,-28.00629746,NA
92,blank,blank,blank,NA,blank,blank,blank,11/10/25 13:46,11/10/25 13:48,673,13:47,10312025,26,27,,13:49:05,569.6443333,15417,-78.30838889,1.000023148,-38.40907017,NA
93,blank,blank,blank,NA,blank,blank,blank,11/10/25 13:48,11/10/25 13:50,NA,13:49,10312025,26,27,,13:49:40,577.9895,NA,-69.96322222,1.000023148,-34.31589322,NA
